Title_id,Title,Author_id,show_date,Views,Likes,Link
30,Juggle and jest,A_3462,2002-02-01,866000,26000,https://ted.com/talks/raspyni_brothers_juggle_and_jest
31,Militant atheism,A_3525,2002-02-01,6400000,192000,https://ted.com/talks/richard_dawkins_militant_atheism
32,Play! Experiment! Discover!,A_2285,2002-02-01,691000,20000,https://ted.com/talks/kary_mullis_play_experiment_discover
33,"Rebuilding a neighborhood with beauty, dignity, hope",A_520,2002-02-01,763000,22000,https://ted.com/talks/bill_strickland_rebuilding_a_neighborhood_with_beauty_dignity_hope
34,Rethinking the way we sit down,A_3149,2002-02-01,627000,18000,https://ted.com/talks/niels_diffrient_rethinking_the_way_we_sit_down
35,Robots inspired by cockroach ingenuity,A_3566,2002-02-01,1100000,34000,https://ted.com/talks/robert_full_robots_inspired_by_cockroach_ingenuity
36,"Scenes from ""My Architect""",A_3104,2002-02-01,411000,12000,https://ted.com/talks/nathaniel_kahn_scenes_from_my_architect
37,Teach arts and sciences together,A_2666,2002-02-01,964000,28000,https://ted.com/talks/mae_jemison_teach_arts_and_sciences_together
38,TED's nonprofit transition,A_748,2002-02-01,388000,11000,https://ted.com/talks/chris_anderson_ted_s_nonprofit_transition
39,"The Airstream, restyled",A_800,2002-02-01,346000,10000,https://ted.com/talks/christopher_c_deam_the_airstream_restyled
40,The camel's hump,A_2346,2002-02-01,225000,6700,https://ted.com/talks/keith_bellows_the_camel_s_hump
41,The story of Project Orion,A_1530,2002-02-01,863000,25000,https://ted.com/talks/george_dyson_the_story_of_project_orion
42,The untouchable music of the theremin,A_3249,2002-02-01,2200000,67000,https://ted.com/talks/pamelia_kurstin_the_untouchable_music_of_the_theremin
43,To invent is to give,A_1085,2002-02-01,824000,24000,https://ted.com/talks/dean_kamen_to_invent_is_to_give
44,Building uniqueness,A_3035,2002-03-01,635000,19000,https://ted.com/talks/moshe_safdie_building_uniqueness
45,Juggling as art ... and science,A_2926,2002-03-01,1000000,32000,https://ted.com/talks/michael_moschen_juggling_as_art_and_science
46,"""Kiteflyer's Hill""",A_1212,2003-02-01,594000,17000,https://ted.com/talks/eddi_reader_kiteflyer_s_hill
47,"""What You've Got""",A_1212,2003-02-01,566000,17000,https://ted.com/talks/eddi_reader_what_you_ve_got
48,3 ways good design makes you happy,A_1158,2003-02-01,2100000,64000,https://ted.com/talks/don_norman_3_ways_good_design_makes_you_happy
49,A flight on solar wings,A_3295,2003-02-01,886000,26000,https://ted.com/talks/paul_maccready_a_flight_on_solar_wings
50,A solar energy system that tracks the sun,A_513,2003-02-01,744000,22000,https://ted.com/talks/bill_gross_a_solar_energy_system_that_tracks_the_sun
51,A tour of modern architecture,A_3489,2003-02-01,328000,9800,https://ted.com/talks/reed_kroloff_a_tour_of_modern_architecture
52,Anti-gravity sculpture,A_4218,2003-02-01,1300000,40000,https://ted.com/talks/tom_shannon_anti_gravity_sculpture
53,"Art with wire, sugar, chocolate and string",A_4296,2003-02-01,1400000,43000,https://ted.com/talks/vik_muniz_art_with_wire_sugar_chocolate_and_string
54,Design and discovery,A_1014,2003-02-01,977000,29000,https://ted.com/talks/david_carson_design_and_discovery
55,Dreams from endangered cultures,A_4323,2003-02-01,4600000,139000,https://ted.com/talks/wade_davis_dreams_from_endangered_cultures
56,Fiddling in reel time,A_3087,2003-02-01,1500000,47000,https://ted.com/talks/natalie_macmaster_fiddling_in_reel_time
57,Health and the human mind,A_2800,2003-02-01,639000,19000,https://ted.com/talks/marvin_minsky_health_and_the_human_mind
58,How brain science will change computing,A_1920,2003-02-01,1700000,52000,https://ted.com/talks/jeff_hawkins_how_brain_science_will_change_computing
59,How to get your ideas to spread,A_3804,2003-02-01,7100000,214000,https://ted.com/talks/seth_godin_how_to_get_your_ideas_to_spread
60,How to truly listen,A_1400,2003-02-01,6400000,193000,https://ted.com/talks/evelyn_glennie_how_to_truly_listen
61,Human nature and the blank slate,A_3994,2003-02-01,1600000,49000,https://ted.com/talks/steven_pinker_human_nature_and_the_blank_slate
62,Let's look for life in the outer solar system,A_1469,2003-02-01,1100000,34000,https://ted.com/talks/freeman_dyson_let_s_look_for_life_in_the_outer_solar_system
63,Playing invisible turntables,A_1810,2003-02-01,877000,26000,https://ted.com/talks/james_burchfield_playing_invisible_turntables
64,Politics and religion are technologies,A_3187,2003-02-01,461000,13000,https://ted.com/talks/noah_feldman_politics_and_religion_are_technologies
65,Robots will invade our lives,A_3602,2003-02-01,710000,21000,https://ted.com/talks/rodney_brooks_robots_will_invade_our_lives
66,Science and democracy,A_2516,2003-02-01,322000,9600,https://ted.com/talks/lee_smolin_science_and_democracy
67,Swim with the giant sunfish,A_4166,2003-02-01,1400000,43000,https://ted.com/talks/tierney_thys_swim_with_the_giant_sunfish
68,The electricity metaphor for the web's future,A_1915,2003-02-01,2100000,65000,https://ted.com/talks/jeff_bezos_the_electricity_metaphor_for_the_web_s_future
69,The emergent genius of ant colonies,A_1094,2003-02-01,1200000,37000,https://ted.com/talks/deborah_gordon_the_emergent_genius_of_ant_colonies
70,The extraordinary power of ordinary people,A_3854,2003-02-01,596000,17000,https://ted.com/talks/sherwin_nuland_the_extraordinary_power_of_ordinary_people
71,The face of AIDS in Africa,A_2436,2003-02-01,496000,14000,https://ted.com/talks/kristen_ashburn_the_face_of_aids_in_africa
72,The illusion of consciousness,A_904,2003-02-01,4400000,132000,https://ted.com/talks/dan_dennett_the_illusion_of_consciousness
73,The life code that will reshape the future,A_2193,2003-02-01,852000,25000,https://ted.com/talks/juan_enriquez_the_life_code_that_will_reshape_the_future
74,The Web as a city,A_3991,2003-02-01,415000,12000,https://ted.com/talks/steven_johnson_the_web_as_a_city
75,To upgrade is human,A_1594,2003-02-01,562000,16000,https://ted.com/talks/gregory_stock_to_upgrade_is_human
76,Why do societies collapse?,A_1876,2003-02-01,2900000,88000,https://ted.com/talks/jared_diamond_why_do_societies_collapse
77,Animate characters by evolving them,A_4238,2003-03-01,369000,11000,https://ted.com/talks/torsten_reil_animate_characters_by_evolving_them
78,The birth of the computer,A_1530,2003-03-01,1000000,30000,https://ted.com/talks/george_dyson_the_birth_of_the_computer
79,What separates us from chimpanzees?,A_1857,2003-03-01,2200000,66000,https://ted.com/talks/jane_goodall_what_separates_us_from_chimpanzees
80,"""La Vie en Rose""",A_3428,2004-02-01,488000,14000,https://ted.com/talks/rachelle_garniez_la_vie_en_rose
81,A dive into the reef's Twilight Zone,A_3533,2004-02-01,463000,13000,https://ted.com/talks/richard_pyle_a_dive_into_the_reef_s_twilight_zone
82,Brain magic,A_2345,2004-02-01,18000000,559000,https://ted.com/talks/keith_barry_brain_magic
83,"Choice, happiness and spaghetti sauce",A_2683,2004-02-01,9200000,276000,https://ted.com/talks/malcolm_gladwell_choice_happiness_and_spaghetti_sauce
84,"Flow, the secret to happiness",A_2966,2004-02-01,6800000,205000,https://ted.com/talks/mihaly_csikszentmihalyi_flow_the_secret_to_happiness
85,Growing evidence of brain plasticity,A_2922,2004-02-01,1500000,47000,https://ted.com/talks/michael_merzenich_growing_evidence_of_brain_plasticity
86,Happiness and its surprises,A_3068,2004-02-01,2100000,65000,https://ted.com/talks/nancy_etcoff_happiness_and_its_surprises
87,Happiness by design,A_3946,2004-02-01,2300000,69000,https://ted.com/talks/stefan_sagmeister_happiness_by_design
88,Happiness in body and soul,A_1397,2004-02-01,1300000,41000,https://ted.com/talks/eve_ensler_happiness_in_body_and_soul
89,Healing through diet,A_1086,2004-02-01,1600000,49000,https://ted.com/talks/dean_ornish_healing_through_diet
90,Hypersonic sound and other inventions,A_4378,2004-02-01,1400000,42000,https://ted.com/talks/woody_norris_hypersonic_sound_and_other_inventions
91,"Improvising on piano, aged 14",A_1952,2004-02-01,1800000,56000,https://ted.com/talks/jennifer_lin_improvising_on_piano_aged_14
92,My dream of a flying car,A_3297,2004-02-01,492000,14000,https://ted.com/talks/paul_moller_my_dream_of_a_flying_car
93,Nerdcore comedy,A_4433,2004-02-01,7300000,220000,https://ted.com/talks/ze_frank_nerdcore_comedy
94,Odes to vice and consequences,A_1427,2004-02-01,336000,10000,https://ted.com/talks/felix_dennis_odes_to_vice_and_consequences
95,On glamour,A_4310,2004-02-01,433000,12000,https://ted.com/talks/virginia_postrel_on_glamour
96,Software (as) art,A_1570,2004-02-01,675000,20000,https://ted.com/talks/golan_levin_software_as_art
97,Technology's long tail,A_748,2004-02-01,1000000,32000,https://ted.com/talks/chris_anderson_technology_s_long_tail
98,The freakonomics of crack dealing,A_3992,2004-02-01,4200000,127000,https://ted.com/talks/steven_levitt_the_freakonomics_of_crack_dealing
99,The genesis of Google,A_3800,2004-02-01,1900000,57000,https://ted.com/talks/sergey_brin_larry_page_the_genesis_of_google
100,The gentle genius of bonobos,A_4041,2004-02-01,2900000,88000,https://ted.com/talks/susan_savage_rumbaugh_the_gentle_genius_of_bonobos
101,The ghastly tragedy of the suburbs,A_1820,2004-02-01,2200000,66000,https://ted.com/talks/james_howard_kunstler_the_ghastly_tragedy_of_the_suburbs
102,The habits of happiness,A_2847,2004-02-01,10000000,305000,https://ted.com/talks/matthieu_ricard_the_habits_of_happiness
103,The Long Now,A_4002,2004-02-01,294000,8800,https://ted.com/talks/stewart_brand_the_long_now
104,The new era of positive psychology,A_2795,2004-02-01,6600000,199000,https://ted.com/talks/martin_seligman_the_new_era_of_positive_psychology
105,The science of sync,A_3998,2004-02-01,814000,24000,https://ted.com/talks/steven_strogatz_the_science_of_sync
106,The shrimp with a kick!,A_3846,2004-02-01,1700000,53000,https://ted.com/talks/sheila_patek_the_shrimp_with_a_kick
107,The surprising science of happiness,A_908,2004-02-01,19000000,598000,https://ted.com/talks/dan_gilbert_the_surprising_science_of_happiness
108,Visual illusions that show how we (mis)think,A_79,2004-02-01,2600000,78000,https://ted.com/talks/al_seckel_visual_illusions_that_show_how_we_mis_think
109,What consumers want,A_2167,2004-02-01,1300000,39000,https://ted.com/talks/joseph_pine_what_consumers_want
110,Moving sculpture,A_388,2004-03-01,1000000,30000,https://ted.com/talks/arthur_ganson_moving_sculpture
111,The joyful tradition of mountain music,A_1032,2004-03-01,627000,18000,https://ted.com/talks/david_holt_the_joyful_tradition_of_mountain_music
112,Stories of Haiti,A_1228,2004-10-01,56000,1600,https://ted.com/talks/edwidge_danticat_stories_of_haiti
113,8 secrets of success,A_3537,2005-02-01,15000000,479000,https://ted.com/talks/richard_st_john_8_secrets_of_success
114,"A dance of ""Symbiosis""",A_3388,2005-02-01,4400000,132000,https://ted.com/talks/pilobolus_a_dance_of_symbiosis
115,A flight through the ocean,A_1580,2005-02-01,436000,13000,https://ted.com/talks/graham_hawkes_a_flight_through_the_ocean
116,"A performance of ""Mathemagic""",A_386,2005-02-01,9900000,298000,https://ted.com/talks/arthur_benjamin_a_performance_of_mathemagic
117,Biomimicry's surprising lessons from nature's engineers,A_1870,2005-02-01,2500000,75000,https://ted.com/talks/janine_benyus_biomimicry_s_surprising_lessons_from_nature_s_engineers
118,Casting a spell on the cello,A_662,2005-02-01,501000,15000,https://ted.com/talks/caroline_lavelle_casting_a_spell_on_the_cello
119,Close-up card magic with a twist,A_2528,2005-02-01,5900000,179000,https://ted.com/talks/lennart_green_close_up_card_magic_with_a_twist
120,Cradle to cradle design,A_4366,2005-02-01,2000000,60000,https://ted.com/talks/william_mcdonough_cradle_to_cradle_design
121,Digging up dinosaurs,A_3307,2005-02-01,894000,26000,https://ted.com/talks/paul_sereno_digging_up_dinosaurs
122,Four American characters,A_314,2005-02-01,1300000,39000,https://ted.com/talks/anna_deavere_smith_four_american_characters
123,Global priorities bigger than climate change,A_532,2005-02-01,1700000,53000,https://ted.com/talks/bjorn_lomborg_global_priorities_bigger_than_climate_change
124,How architecture can connect us,A_4142,2005-02-01,878000,26000,https://ted.com/talks/thom_mayne_how_architecture_can_connect_us
125,How technology evolves,A_2388,2005-02-01,2200000,67000,https://ted.com/talks/kevin_kelly_how_technology_evolves
126,How to tie your shoes,A_4121,2005-02-01,7900000,238000,https://ted.com/talks/terry_moore_how_to_tie_your_shoes
127,How we discovered DNA,A_1835,2005-02-01,2000000,61000,https://ted.com/talks/james_watson_how_we_discovered_dna
128,Let's rethink America's military strategy,A_4144,2005-02-01,1300000,41000,https://ted.com/talks/thomas_barnett_let_s_rethink_america_s_military_strategy
129,Making sense of string theory,A_572,2005-02-01,6400000,193000,https://ted.com/talks/brian_greene_making_sense_of_string_theory
130,Meet the future of cancer research,A_1390,2005-02-01,1100000,35000,https://ted.com/talks/eva_vertes_meet_the_future_of_cancer_research
131,My wish: Manufactured landscapes and green education,A_1225,2005-02-01,1400000,42000,https://ted.com/talks/edward_burtynsky_my_wish_manufactured_landscapes_and_green_education
132,My wish: Three actions for Africa,A_549,2005-02-01,858000,25000,https://ted.com/talks/bono_my_wish_three_actions_for_africa
133,My wish: Three unusual medical inventions,A_3564,2005-02-01,546000,16000,https://ted.com/talks/robert_fischell_my_wish_three_unusual_medical_inventions
134,Organic algorithms in architecture,A_1588,2005-02-01,451000,13000,https://ted.com/talks/greg_lynn_organic_algorithms_in_architecture
135,"Organic design, inspired by nature",A_3647,2005-02-01,1300000,39000,https://ted.com/talks/ross_lovegrove_organic_design_inspired_by_nature
136,Sampling the ocean's DNA,A_865,2005-02-01,659000,19000,https://ted.com/talks/craig_venter_sampling_the_ocean_s_dna
137,The accelerating power of technology,A_3467,2005-02-01,2900000,89000,https://ted.com/talks/ray_kurzweil_the_accelerating_power_of_technology
138,The future of cars,A_2467,2005-02-01,668000,20000,https://ted.com/talks/larry_burns_the_future_of_cars
139,The new power of collaboration,A_1700,2005-02-01,1200000,38000,https://ted.com/talks/howard_rheingold_the_new_power_of_collaboration
140,The power and the danger of online crowds,A_1833,2005-02-01,538000,16000,https://ted.com/talks/james_surowiecki_the_power_and_the_danger_of_online_crowds
141,The science of scent,A_2616,2005-02-01,671000,20000,https://ted.com/talks/luca_turin_the_science_of_scent
142,The sticky wonder of gecko feet,A_3566,2005-02-01,946000,28000,https://ted.com/talks/robert_full_the_sticky_wonder_of_gecko_feet
143,The story of life in photographs,A_1458,2005-02-01,2100000,65000,https://ted.com/talks/frans_lanting_the_story_of_life_in_photographs
144,The visual magic of comics,A_3771,2005-02-01,1200000,38000,https://ted.com/talks/scott_mccloud_the_visual_magic_of_comics
145,Toys and materials from the future,A_4425,2005-02-01,461000,13000,https://ted.com/talks/zach_kaplan_keith_schacht_toys_and_materials_from_the_future
146,Why did I ski to the North Pole?,A_474,2005-02-01,1000000,30000,https://ted.com/talks/ben_saunders_why_did_i_ski_to_the_north_pole
147,Why would God create a tsunami?,A_4211,2005-02-01,704000,21000,https://ted.com/talks/tom_honey_why_would_god_create_a_tsunami
148,Winning the oil endgame,A_204,2005-02-01,1000000,32000,https://ted.com/talks/amory_lovins_winning_the_oil_endgame
149,All things are Moleeds,A_707,2005-03-01,1100000,34000,https://ted.com/talks/charles_fleischer_all_things_are_moleeds
150,How to live before you die,A_3978,2005-06-01,9900000,297000,https://ted.com/talks/steve_jobs_how_to_live_before_you_die
151,A philosophical quest for our biggest problems,A_3134,2005-07-01,1000000,30000,https://ted.com/talks/nick_bostrom_a_philosophical_quest_for_our_biggest_problems
152,A roadmap to end aging,A_413,2005-07-01,4600000,138000,https://ted.com/talks/aubrey_de_grey_a_roadmap_to_end_aging
153,An unusual glimpse at celebrity,A_156,2005-07-01,746000,22000,https://ted.com/talks/alison_jackson_an_unusual_glimpse_at_celebrity
154,Chemical scum that dream of distant quasars,A_1019,2005-07-01,2600000,80000,https://ted.com/talks/david_deutsch_chemical_scum_that_dream_of_distant_quasars
155,Design is in the details,A_3281,2005-07-01,994000,29000,https://ted.com/talks/paul_bennett_design_is_in_the_details
156,How juries are fooled by statistics,A_3344,2005-07-01,1300000,40000,https://ted.com/talks/peter_donnelly_how_juries_are_fooled_by_statistics
157,How mobile phones can fight poverty,A_1743,2005-07-01,626000,18000,https://ted.com/talks/iqbal_quadir_how_mobile_phones_can_fight_poverty
158,How to rebuild a broken state,A_401,2005-07-01,1000000,32000,https://ted.com/talks/ashraf_ghani_how_to_rebuild_a_broken_state
159,In praise of slowness,A_639,2005-07-01,3200000,98000,https://ted.com/talks/carl_honore_in_praise_of_slowness
160,Institutions vs. collaboration,A_830,2005-07-01,1300000,41000,https://ted.com/talks/clay_shirky_institutions_vs_collaboration
161,Invest in Africa's own solutions,A_1791,2005-07-01,1100000,33000,https://ted.com/talks/jacqueline_novogratz_invest_in_africa_s_own_solutions
162,Is this our final century?,A_2793,2005-07-01,3000000,91000,https://ted.com/talks/martin_rees_is_this_our_final_century
163,Our next giant leap,A_3343,2005-07-01,590000,17000,https://ted.com/talks/peter_diamandis_our_next_giant_leap
164,Surprising stats about child carseats,A_3992,2005-07-01,1000000,32000,https://ted.com/talks/steven_levitt_surprising_stats_about_child_carseats
165,The birth of Wikipedia,A_2024,2005-07-01,1400000,43000,https://ted.com/talks/jimmy_wales_the_birth_of_wikipedia
166,The era of open innovation,A_710,2005-07-01,1800000,55000,https://ted.com/talks/charles_leadbeater_the_era_of_open_innovation
167,The hidden world of shadow cities,A_3575,2005-07-01,914000,27000,https://ted.com/talks/robert_neuwirth_the_hidden_world_of_shadow_cities
168,The new open-source economics,A_4407,2005-07-01,929000,27000,https://ted.com/talks/yochai_benkler_the_new_open_source_economics
169,The paradox of choice,A_447,2005-07-01,16000000,501000,https://ted.com/talks/barry_schwartz_the_paradox_of_choice
170,The route to a sustainable future,A_121,2005-07-01,1800000,54000,https://ted.com/talks/alex_steffen_the_route_to_a_sustainable_future
171,What our language habits reveal,A_3994,2005-07-01,2600000,79000,https://ted.com/talks/steven_pinker_what_our_language_habits_reveal
172,What security means to me,A_1397,2005-07-01,1300000,39000,https://ted.com/talks/eve_ensler_what_security_means_to_me
173,Why the universe seems so strange,A_3525,2005-07-01,4099999,125000,https://ted.com/talks/richard_dawkins_why_the_universe_seems_so_strange
174,Why we make bad decisions,A_908,2005-07-01,5700000,172000,https://ted.com/talks/dan_gilbert_why_we_make_bad_decisions
175,Why we should invest in a free press,A_3756,2005-07-01,686000,20000,https://ted.com/talks/sasa_vucinic_why_we_should_invest_in_a_free_press
176,What's the right thing to do?,A_2941,2005-09-01,491000,14000,https://ted.com/talks/michael_sandel_what_s_the_right_thing_to_do
177,What teachers make,A_4101,2005-11-01,791000,23000,https://ted.com/talks/taylor_mali_what_teachers_make
178,A comic sendup of TED2006,A_4215,2006-02-01,701000,21000,https://ted.com/talks/tom_rielly_a_comic_sendup_of_ted2006
179,A life of purpose,A_3546,2006-02-01,4200000,127000,https://ted.com/talks/rick_warren_a_life_of_purpose
180,A mockingbird remix of TED2006,A_3551,2006-02-01,835000,25000,https://ted.com/talks/rives_a_mockingbird_remix_of_ted2006
181,"A string quartet plays ""Blue Room""",A_1385,2006-02-01,436000,13000,https://ted.com/talks/ethel_a_string_quartet_plays_blue_room
182,"A talking, squawking parrot",A_1233,2006-02-01,3100000,93000,https://ted.com/talks/einstein_the_parrot_a_talking_squawking_parrot
183,An 11-year-old's magical violin,A_3902,2006-02-01,3300000,100000,https://ted.com/talks/sirena_huang_an_11_year_old_s_magical_violin
184,Are games better than life?,A_1056,2006-02-01,1300000,41000,https://ted.com/talks/david_perry_are_games_better_than_life
185,Averting the climate crisis,A_75,2006-02-01,3600000,109000,https://ted.com/talks/al_gore_averting_the_climate_crisis
186,Behind the design of Seattle's library,A_2180,2006-02-01,1200000,37000,https://ted.com/talks/joshua_prince_ramus_behind_the_design_of_seattle_s_library
187,Do schools kill creativity?,A_3901,2006-02-01,72000000,2100000,https://ted.com/talks/sir_ken_robinson_do_schools_kill_creativity
188,Everyday inventions,A_3760,2006-02-01,599000,17000,https://ted.com/talks/saul_griffith_everyday_inventions
189,Fight injustice with raw video,A_3347,2006-02-01,1000000,30000,https://ted.com/talks/peter_gabriel_fight_injustice_with_raw_video
190,"Global warming's theme song, ""Manhattan in January""",A_2005,2006-02-01,731000,21000,https://ted.com/talks/jill_sobule_global_warming_s_theme_song_manhattan_in_january
191,Greening the ghetto,A_2679,2006-02-01,2900000,88000,https://ted.com/talks/majora_carter_greening_the_ghetto
192,Hypnotic South Asian improv music,A_4315,2006-02-01,493000,14000,https://ted.com/talks/vishal_vaid_hypnotic_south_asian_improv_music
193,Let's teach religion — all religion — in schools,A_904,2006-02-01,4099999,124000,https://ted.com/talks/dan_dennett_let_s_teach_religion_all_religion_in_schools
194,Letting go of God,A_2212,2006-02-01,4800000,144000,https://ted.com/talks/julia_sweeney_letting_go_of_god
195,Meet the founder of the blog revolution,A_2895,2006-02-01,586000,17000,https://ted.com/talks/mena_trott_meet_the_founder_of_the_blog_revolution
196,My wish: A call for open-source architecture,A_623,2006-02-01,1300000,41000,https://ted.com/talks/cameron_sinclair_my_wish_a_call_for_open_source_architecture
197,My wish: A global day of film,A_1933,2006-02-01,486000,14000,https://ted.com/talks/jehane_noujaim_my_wish_a_global_day_of_film
198,My wish: Help me stop pandemics,A_2466,2006-02-01,1400000,42000,https://ted.com/talks/larry_brilliant_my_wish_help_me_stop_pandemics
199,One Laptop per Child,A_3133,2006-02-01,494000,14000,https://ted.com/talks/nicholas_negroponte_one_laptop_per_child
200,Photos of endangered cultures,A_3366,2006-02-01,1000000,32000,https://ted.com/talks/phil_borges_photos_of_endangered_cultures
201,Progress is not a zero-sum game,A_3584,2006-02-01,1900000,59000,https://ted.com/talks/robert_wright_progress_is_not_a_zero_sum_game
202,Simple designs to save a life,A_220,2006-02-01,1800000,54000,https://ted.com/talks/amy_smith_simple_designs_to_save_a_life
203,Simplicity sells,A_1059,2006-02-01,2000000,60000,https://ted.com/talks/david_pogue_simplicity_sells
204,Solving medical mysteries,A_2045,2006-02-01,509000,15000,https://ted.com/talks/joe_derisi_solving_medical_mysteries
205,The best stats you've ever seen,A_1634,2006-02-01,15000000,458000,https://ted.com/talks/hans_rosling_the_best_stats_you_ve_ever_seen
206,The birth of the open-source learning revolution,A_3520,2006-02-01,1100000,34000,https://ted.com/talks/richard_baraniuk_the_birth_of_the_open_source_learning_revolution
207,The call to learn,A_834,2006-02-01,3300000,99000,https://ted.com/talks/clifford_stoll_the_call_to_learn
208,The killer American diet that's sweeping the planet,A_1086,2006-02-01,2800000,84000,https://ted.com/talks/dean_ornish_the_killer_american_diet_that_s_sweeping_the_planet
209,The potential of regenerative medicine,A_89,2006-02-01,1800000,55000,https://ted.com/talks/alan_russell_the_potential_of_regenerative_medicine
210,The radical promise of the multi-touch interface,A_1918,2006-02-01,4800000,145000,https://ted.com/talks/jeff_han_the_radical_promise_of_the_multi_touch_interface
211,The real future of space exploration,A_604,2006-02-01,2500000,76000,https://ted.com/talks/burt_rutan_the_real_future_of_space_exploration
212,There might just be life on Mars,A_3330,2006-02-01,718000,21000,https://ted.com/talks/penelope_boston_there_might_just_be_life_on_mars
213,Tidying up art,A_4274,2006-02-01,1500000,47000,https://ted.com/talks/ursus_wehrli_tidying_up_art
214,Tools for a better world,A_1802,2006-02-01,249000,7400,https://ted.com/talks/jamais_cascio_tools_for_a_better_world
215,Unleash your creativity in a Fab Lab,A_3116,2006-02-01,905000,27000,https://ted.com/talks/neil_gershenfeld_unleash_your_creativity_in_a_fab_lab
216,Ways of seeing,A_3554,2006-02-01,438000,13000,https://ted.com/talks/rob_forbes_ways_of_seeing
217,"What I'm worried about, what I'm excited about",A_514,2006-02-01,585000,17000,https://ted.com/talks/bill_joy_what_i_m_worried_about_what_i_m_excited_about
218,What squatter cities can teach us,A_4002,2006-02-01,1100000,35000,https://ted.com/talks/stewart_brand_what_squatter_cities_can_teach_us
219,Why people believe weird things,A_2943,2006-02-01,7800000,236000,https://ted.com/talks/michael_shermer_why_people_believe_weird_things
220,"Why we love, why we cheat",A_1668,2006-02-01,12000000,361000,https://ted.com/talks/helen_fisher_why_we_love_why_we_cheat
221,"""Black Men Ski""",A_4001,2006-03-01,715000,21000,https://ted.com/talks/stew_black_men_ski
222,This is broken,A_3804,2006-09-01,1000000,32000,https://ted.com/talks/seth_godin_this_is_broken
223,"How the ""ghost map"" helped end a killer disease",A_3991,2006-11-01,977000,29000,https://ted.com/talks/steven_johnson_how_the_ghost_map_helped_end_a_killer_disease
